timestamp,team1,team1_shape,team1_player1_name,team1_player2_name,team1_player3_name,team1_player4_name,team1_player5_name,team1_player6_name,team1_player7_name,team1_player8_name,team1_player9_name,team1_player10_name,team1_player11_name,team2,team2_shape,team2_player1_name,team2_player2_name,team2_player3_name,team2_player4_name,team2_player5_name,team2_player6_name,team2_player7_name,team2_player8_name,team2_player9_name,team2_player10_name,team2_player11_name,result,score
"11:30 PM CT,September 27, 2020",MNC,4-2-3-1_L,Ederson,Benjamin Mendy,Nathan Aké ,Eric García,Kyle Walker,Rodri,Fernandinho,Phil Foden,Kevin De Bruyne,Riyad Mahrez,Raheem Sterling,LEI,5-4-1_R,Kasper Schmeichel,James Justin,Caglar Söyüncü,Jonny Evans,Daniel Amartey,Timothy Castagne,Harvey Barnes,Nampalys Mendy,Youri Tielemans,Dennis Praet,Jamie Vardy,-1,2-5
"2:00 AM CT,September 28, 2020",WHU,5-4-1_L,Lukasz Fabianski,Arthur Masuaku,Aaron Cresswell,Angelo Ogbonna,Fabián Balbuena,Ryan Fredericks,Pablo Fornals,Declan Rice,Tomás Soucek,Jarrod Bowen,Michail Antonio,WOL,3-4-3_R,Rui Patrício,Romain Saïss,Conor Coady,Willy Boly,Ruben Vinagre,João Moutinho,Rúben Neves,Nélson Semedo,Pedro Neto,Raúl Jiménez,Adama Traoré2,1,4-0
"12:45 AM CT,September 29, 2020",FUL,3-4-3_L,Alphonse Areola,Tim Ream,Michael Hector,Denis Odoi,Joe Bryan,Tom Cairney,André-Frank Zambo Anguissa,Kenny Tete,Ivan Cavaleiro,Aleksandar Mitrovic,Bobby De Cordova-Reid,AVL,4-3-3-a_R,Emiliano Martínez,Matt Targett ,Tyrone Mings,Ezri Konsa,Matthew Cash,Conor Hourihane,John McGinn,Douglas Luiz,Jack Grealish,Ollie Watkins,Trézéguet,-1,0-3
"3:00 AM CT,September 29, 2020",LIV,4-3-3-d_L,Alisson,Andy Robertson,Virgil van Dijk,Joe Gomez,Trent Alexander-Arnold,Georginio Wijnaldum,Fabinho,Naby Keita,Sadio Mané,Roberto Firmino,Mohamed Salah,ARS,3-4-3_R,Bernd Leno,Kieran Tierney,David Luiz,Rob Holding,Ainsley Maitland-Niles,Granit Xhaka,Mohamed Elneny,Héctor Bellerín,Pierre-Emerick Aubameyang,Alexandre Lacazette,Willian,1,3-1
"7:30 PM CT,October 3, 2020",CHE,4-2-3-1_L,Édouard Mendy,Ben Chilwell,Kurt Zouma,Thiago Silva,César Azpilicueta,Jorginho,N'Golo Kanté,Timo Werner,Kai Havertz,Callum Hudson-Odoi,Tammy Abraham,CRY,4-4-2_R,Vicente Guaita,Tyrick Mitchell,Mamadou Sakho,Cheikhou Kouyaté,Joel Ward,Eberechi Eze,James McCarthy,James McArthur,Andros Townsend,Jordan Ayew,Wilfried Zaha,1,4-0
"10:00 PM CT,October 3, 2020",EVE,4-3-3-d_L,Jordan Pickford,Lucas Digne,Michael Keane,Yerry Mina,Seamus Coleman,Gylfi Sigurdsson,Tom Davies,Abdoulaye Doucouré,Richarlison,Dominic Calvert-Lewin,James Rodríguez,BHA,3-4-2-1_R,Mat Ryan,Adam Webster,Lewis Dunk,Ben White,Solly March,Steven Alzate,Yves Bissouma,Tariq Lamptey,Neal Maupay,Leandro Trossard,Aaron Connolly,1,4-2
"12:30 AM CT,October 4, 2020",LEE,4-1-4-1_L,Illan Meslier,Stuart Dallas,Liam Cooper,Robin Koch,Luke Ayling,Kalvin Phillips,Ezgjan Alioski,Mateusz Klich,Tyler Roberts,Hélder Costa,Patrick Bamford,MNC,4-3-3-d_R,Ederson,Benjamin Mendy,Aymeric Laporte,Rúben Dias,Kyle Walker,Phil Foden,Rodri,Kevin De Bruyne,Raheem Sterling,Riyad Mahrez,Ferran Torres,0,1-1
"3:00 AM CT,October 4, 2020",NEW,4-4-2_L,Karl Darlow,Jamal Lewis,Federico Fernández,Fabian Schär,Emil Krafth,Allan Saint-Maximin,Isaac Hayden,Jonjo Shelvey,Jeff Hendrick,Callum Wilson,Joelinton,BUR,4-4-2_R,Nick Pope,Charlie Taylor,James Tarkowski,Kevin Long,Phil Bardsley,Dwight McNeil,Dale Stephens,Ashley Westwood,Josh Brownhill,Chris Wood,Ashley Barnes,1,3-1
"7:00 PM CT,October 4, 2020",LEI,3-4-3_L,Kasper Schmeichel,Caglar Söyüncü,Jonny Evans,Daniel Amartey,James Justin,Nampalys Mendy,Youri Tielemans,Timothy Castagne,Harvey Barnes,Jamie Vardy,Ayoze Pérez,WHU,5-4-1_R,Lukasz Fabianski,Arthur Masuaku,Aaron Cresswell,Angelo Ogbonna,Fabián Balbuena,Vladimír Coufal,Pablo Fornals,Declan Rice,Tomás Soucek,Jarrod Bowen,Michail Antonio,-1,0-3
"7:00 PM CT,October 4, 2020",SOU,4-4-2_L,Alex McCarthy,Ryan Bertrand,Jannik Vestergaard,Jan Bednarek,Kyle Walker-Peters,Moussa Djenepo,Oriol Romeu,James Ward-Prowse,Stuart Armstrong,Danny Ings,Ché Adams,WBA,4-2-3-1_R,Sam Johnstone,Conor Townsend,Kyle Bartley,Semi Ajayi,Dara O'Shea,Romaine Sawyers,Jake Livermore,Grady Diangana,Matheus Pereira1,Kyle Edwards,Callum Robinson,1,2-0
"9:00 PM CT,October 4, 2020",ARS,4-3-3-a_L,Bernd Leno,Kieran Tierney,Gabriel1,David Luiz,Héctor Bellerín,Dani Ceballos,Bukayo Saka,Mohamed Elneny,Pierre-Emerick Aubameyang,Edward Nketiah,Willian,SHU,3-5-2_R,Aaron Ramsdale,Jack Robinson,John Egan ,Chris Basham,Enda Stevens,Ben Osborn,Sander Berge,John Lundstram,George Baldock,David McGoldrick,Oliver Burke,1,2-1
"9:00 PM CT,October 4, 2020",WOL,3-5-2_L,Rui Patrício,Max Kilman,Conor Coady,Willy Boly,Romain Saïss,Rúben Neves,Pedro Neto,Leander Dendoncker,Nélson Semedo,Daniel Podence,Raúl Jiménez,FUL,4-2-3-1_R,Alphonse Areola,Antonee Robinson,Maxime Le Marchand,Tim Ream,Ola Aina,André-Frank Zambo Anguissa,Tom Cairney,Joe Bryan,Bobby De Cordova-Reid,Ivan Cavaleiro,Aleksandar Mitrovic,1,1-0
"11:30 PM CT,October 4, 2020",MAN,4-2-3-1_L,David de Gea,Luke Shaw,Harry Maguire,Eric Bailly,Aaron Wan-Bissaka,Paul Pogba,Nemanja Matic,Marcus Rashford,Bruno Fernandes,Mason Greenwood,Anthony Martial,TOT,4-3-3-a_R,Hugo Lloris,Sergio Reguilón,Eric Dier,Davinson Sánchez,Serge Aurier,Pierre-Emile Hojbjerg,Tanguy Ndombele,Moussa Sissoko,Son Heung-Min,Harry Kane,Erik Lamela,-1,1-6
"2:15 AM CT,October 5, 2020",AVL,4-2-3-1_L,Emiliano Martínez,Matt Targett,Tyrone Mings,Ezri Konsa,Matthew Cash,John McGinn,Douglas Luiz,Jack Grealish,Ross Barkley,Trézéguet,Ollie Watkins,LIV,4-3-3-d_R,Adrián2,Andy Robertson,Virgil van Dijk,Joe Gomez,Trent Alexander-Arnold,Georginio Wijnaldum,Fabinho,Naby Keita,Diogo Jota,Roberto Firmino,Mohamed Salah,1,7-2
"7:30 PM CT,October 17, 2020",EVE,4-3-3-d_L,Jordan Pickford,Lucas Digne,Michael Keane,Yerry Mina,Seamus Coleman,André Gomes,Allan,Abdoulaye Doucouré,Richarlison,Dominic Calvert-Lewin,James Rodríguez,LIV,4-3-3-d_R,Adrián2,Andy Robertson,Virgil van Dijk,Joël Matip,Trent Alexander-Arnold,Thiago Alcántara,Fabinho,Jordan Henderson,Sadio Mané ,Roberto Firmino,Mohamed Salah,0,2-2
"10:00 PM CT,October 17, 2020",CHE,4-2-3-1_L,Kepa Arrizabalaga,Ben Chilwell,Kurt Zouma,Andreas Christensen,César Azpilicueta,Jorginho,N'Golo Kanté,Mason Mount,Kai Havertz,Christian Pulisic,Timo Werner,SOU,4-4-2_R,Alex McCarthy,Ryan Bertrand,Jannik Vestergaard,Jan Bednarek,Kyle Walker-Peters,Nathan Redmond,Oriol Romeu,James Ward-Prowse,Theo Walcott,Danny Ings,Ché Adams,0,3-3
"12:30 AM CT,October 18, 2020",MNC,3-1-4-2_L,Ederson,Nathan Aké,Rúben Dias,Kyle Walker,Rodri,Phil Foden,Bernardo Silva,João Cancelo,Riyad Mahrez,Sergio Agüero,Raheem Sterling,ARS,4-3-3-a_R,Bernd Leno,Kieran Tierney,Gabriel1,David Luiz,Héctor Bellerín,Granit Xhaka,Bukayo Saka,Dani Ceballos,Pierre-Emerick Aubameyang,Willian,Nicolas Pépé,1,1-0
"3:00 AM CT,October 18, 2020",NEW,4-1-4-1_L,Karl Darlow,Jamal Lewis,Federico Fernández,Jamaal Lascelles,Emil Krafth,Isaac Hayden,Allan Saint-Maximin,Jeff Hendrick,Jonjo Shelvey,Joelinton,Callum Wilson,MAN,4-2-3-1_R,David de Gea,Luke Shaw,Harry Maguire,Victor Lindelöf,Aaron Wan-Bissaka,Fred,Scott McTominay,Daniel James,Bruno Fernandes,Juan Mata,Marcus Rashford,-1,1-4
"7:00 PM CT,October 18, 2020",SHU,3-5-2_L,Aaron Ramsdale,Enda Stevens,John Egan,Chris Basham,Max Lowe,John Lundstram,Oliver Norwood,Sander Berge,George Baldock,David McGoldrick,Oliver McBurnie,FUL,3-4-2-1_R,Alphonse Areola,Tim Ream,Tosin Adarabioyo,Ola Aina,Antonee Robinson,André-Frank Zambo Anguissa,Tom Cairney,Ivan Cavaleiro,Ademola Lookman,Ruben Loftus-Cheek,Aleksandar Mitrovic,0,1-1
"9:00 PM CT,October 18, 2020",CRY,4-4-2_L,Vicente Guaita,Tyrick Mitchell,Gary Cahill,Cheikhou Kouyaté,Joel Ward,Jeff Schlupp,James McArthur,Jairo Riedewald,Andros Townsend,Wilfried Zaha,Michy Batshuayi,BHA,3-4-2-1_R,Mat Ryan,Dan Burn,Lewis Dunk,Adam Webster,Solly March,Yves Bissouma,Ben White,Tariq Lamptey,Leandro Trossard,Adam Lallana,Neal Maupay,0,1-1
"11:30 PM CT,October 18, 2020",TOT,4-2-3-1_L,Hugo Lloris,Sergio Reguilón,Davinson Sánchez,Toby Alderweireld,Serge Aurier,Pierre-Emile Hojbjerg,Moussa Sissoko,Son Heung-Min,Tanguy Ndombele,Steven Bergwijn,Harry Kane,WHU,5-4-1_R,Lukasz Fabianski,Arthur Masuaku,Aaron Cresswell,Angelo Ogbonna,Fabián Balbuena,Vladimír Coufal,Pablo Fornals,Declan Rice,Tomás Soucek,Jarrod Bowen,Michail Antonio,0,3-3
"2:15 AM CT,October 19, 2020",LEI,4-1-4-1_L,Kasper Schmeichel,James Justin,Jonny Evans,Wesley Fofana,Timothy Castagne,Nampalys Mendy,Harvey Barnes,Dennis Praet,Youri Tielemans,Ayoze Pérez,Kelechi Iheanacho,AVL,4-2-3-1_R,Emiliano Martínez,Matt Targett,Tyrone Mings,Ezri Konsa,Matthew Cash,John McGinn,Douglas Luiz,Jack Grealish,Ross Barkley,Trézéguet,Ollie Watkins,-1,0-1
"12:30 AM CT,October 20, 2020",WBA,4-1-4-1_L,Sam Johnstone,Conor Townsend,Ahmed Hegazi,Branislav Ivanovic,Darnell Furlong,Jake Livermore,Grady Diangana,Filip Krovinovic,Conor Gallagher,Matheus Pereira1,Karlan Grant,BUR,4-4-2_R,Nick Pope,Charlie Taylor,James Tarkowski,Kevin Long,Erik Pieters,Dwight McNeil,Josh Brownhill,Ashley Westwood,Johann Gudmundsson,Chris Wood,Ashley Barnes,0,0-0
"3:00 AM CT,October 20, 2020",LEE,4-1-4-1_L,Illan Meslier,Stuart Dallas,Pascal Struijk,Robin Koch,Luke Ayling,Kalvin Phillips,Jack Harrison,Rodrigo,Mateusz Klich,Hélder Costa,Patrick Bamford,WOL,3-5-2_R,Rui Patrício,Max Kilman,Conor Coady,Willy Boly,Romain Saïss,João Moutinho ,Pedro Neto,Leander Dendoncker,Nélson Semedo,Daniel Podence,Raúl Jiménez,-1,0-1
"3:00 AM CT,October 24, 2020",AVL,4-2-3-1_L,Emiliano Martínez,Matt Targett,Tyrone Mings,Ezri Konsa,Matthew Cash,Douglas Luiz,John McGinn,Jack Grealish,Ross Barkley,Trézéguet,Ollie Watkins,LEE,4-4-1-1_R,Illan Meslier,Ezgjan Alioski,Luke Ayling,Robin Koch,Stuart Dallas,Jack Harrison,Mateusz Klich,Pascal Struijk,Hélder Costa,Rodrigo,Patrick Bamford,-1,0-3
"7:30 PM CT,October 24, 2020",WHU,5-4-1_L,Lukasz Fabianski,Arthur Masuaku,Aaron Cresswell,Angelo Ogbonna,Fabián Balbuena,Vladimír Coufal,Pablo Fornals,Declan Rice,Tomás Soucek,Jarrod Bowen,Michail Antonio,MNC,4-3-3-d_R,Ederson,João Cancelo,Eric García,Rúben Dias,Kyle Walker,Ilkay Gündogan,Rodri,Bernardo Silva,Raheem Sterling,Sergio Agüero,Riyad Mahrez,0,1-1
"10:00 PM CT,October 24, 2020",FUL,4-3-2-1_L,Alphonse Areola,Antonee Robinson,Tim Ream,Tosin Adarabioyo,Ola Aina,André-Frank Zambo Anguissa,Mario Lemina,Tom Cairney,Ademola Lookman,Ruben Loftus-Cheek,Aleksandar Mitrovic,CRY,4-4-2_R,Vicente Guaita,Tyrick Mitchell,Scott Dann,Cheikhou Kouyaté,Nathaniel Clyne,Jeff Schlupp,Jairo Riedewald,Luka Milivojevic,Andros Townsend,Wilfried Zaha,Michy Batshuayi,-1,1-2
"12:30 AM CT,October 25, 2020",MAN,4-2-3-1_L,David de Gea,Luke Shaw,Harry Maguire,Victor Lindelöf,Aaron Wan-Bissaka,Fred,Scott McTominay,Daniel James,Bruno Fernandes,Juan Mata,Marcus Rashford,CHE,3-4-2-1_R,Édouard Mendy,Kurt Zouma,Thiago Silva,César Azpilicueta,Ben Chilwell,N'Golo Kanté,Jorginho,Reece James,Christian Pulisic,Kai Havertz,Timo Werner,0,0-0
"3:00 AM CT,October 25, 2020",LIV,4-2-3-1_L,Alisson,Andy Robertson,Virgil van Dijk,Fabinho,Trent Alexander-Arnold,Georginio Wijnaldum,Jordan Henderson,Sadio Mané,Roberto Firmino,Diogo Jota,Mohamed Salah,SHU,3-5-2_R,Aaron Ramsdale,Enda Stevens,John Egan ,Chris Basham,Ben Osborn,John Lundstram,Ethan Ampadu,Sander Berge,George Baldock,Rhian Brewster,Oliver McBurnie,1,2-1
"10:00 PM CT,October 25, 2020",SOU,4-4-2_L,Alex McCarthy,Ryan Bertrand,Jannik Vestergaard,Jan Bednarek,Kyle Walker-Peters,Nathan Redmond,Oriol Romeu,James Ward-Prowse,Stuart Armstrong,Ché Adams,Danny Ings,EVE,4-3-3-d_R,Jordan Pickford,Lucas Digne,Michael Keane,Yerry Mina,Ben Godfrey,Gylfi Sigurdsson,Allan,Abdoulaye Doucouré,Alex Iwobi,Dominic Calvert-Lewin,James Rodríguez,1,2-0
"12:30 AM CT,October 26, 2020",WOL,3-4-3_L,Rui Patrício,Max Kilman,Conor Coady,Willy Boly,Romain Saïss,Rúben Neves,Leander Dendoncker,Nélson Semedo,Daniel Podence,Raúl Jiménez,Pedro Neto,NEW,5-3-2_R,Karl Darlow,Jamal Lewis,Federico Fernández,Jamaal Lascelles,Fabian Schär,Jacob Murphy,Miguel Almirón,Jeff Hendrick,Ryan Fraser,Allan Saint-Maximin,Callum Wilson,0,1-1
"3:15 AM CT,October 26, 2020",ARS,3-4-3_L,Bernd Leno,Granit Xhaka,Gabriel1,David Luiz,Kieran Tierney,Dani Ceballos,Thomas Partey,Héctor Bellerín,Bukayo Saka,Alexandre Lacazette,Pierre-Emerick Aubameyang,LEI,3-4-2-1_R,Kasper Schmeichel,Christian Fuchs,Jonny Evans,Wesley Fofana,James Justin,Nampalys Mendy,Youri Tielemans,Timothy Castagne,James Maddison,Dennis Praet,Harvey Barnes,-1,0-1
"1:30 AM CT,October 27, 2020",BHA,3-4-2-1_L,Mat Ryan,Dan Burn,Joël Veltman,Adam Webster,Solly March,Yves Bissouma,Ben White,Tariq Lamptey,Leandro Trossard,Adam Lallana,Neal Maupay,WBA,4-1-4-1_R,Sam Johnstone,Conor Townsend,Semi Ajayi,Branislav Ivanovic,Darnell Furlong,Jake Livermore,Grady Diangana,Filip Krovinovic,Conor Gallagher,Matheus Pereira1,Karlan Grant,0,1-1
"4:00 AM CT,October 27, 2020",BUR,4-4-2_L,Nick Pope,Charlie Taylor,James Tarkowski,Kevin Long,Matthew Lowton,Dwight McNeil,Josh Brownhill,Ashley Westwood,Johann Gudmundsson,Chris Wood,Ashley Barnes,TOT,4-2-3-1_R,Hugo Lloris,Ben Davies1,Eric Dier,Toby Alderweireld,Matt Doherty,Pierre-Emile Hojbjerg,Moussa Sissoko,Son Heung-Min,Tanguy Ndombele,Lucas Moura,Harry Kane,-1,0-1
"4:00 AM CT,October 31, 2020",WOL,3-4-2-1_L,Rui Patrício,Max Kilman,Conor Coady,Willy Boly,Rayan Aït-Nouri,Rúben Neves,Leander Dendoncker,Nélson Semedo,Daniel Podence,Pedro Neto,Raúl Jiménez,CRY,4-4-2_R,Vicente Guaita,Patrick van Aanholt,Scott Dann,Cheikhou Kouyaté,Nathaniel Clyne,Jeff Schlupp,Jairo Riedewald,Luka Milivojevic,Andros Townsend,Wilfried Zaha,Michy Batshuayi,1,2-0
"8:30 PM CT,October 31, 2020",SHU,5-3-2_L,Aaron Ramsdale,Max Lowe,Enda Stevens,John Egan ,Chris Basham,George Baldock,Ben Osborn,Ethan Ampadu,Sander Berge,Rhian Brewster,Oliver McBurnie,MNC,4-3-3-d_R,Ederson,João Cancelo,Aymeric Laporte,Rúben Dias,Kyle Walker,Bernardo Silva,Rodri,Kevin De Bruyne,Raheem Sterling,Ferran Torres,Riyad Mahrez,-1,0-1
"11:00 PM CT,October 31, 2020",BUR,4-4-2_L,Nick Pope,Charlie Taylor,James Tarkowski,Kevin Long,Matthew Lowton,Dwight McNeil,Dale Stephens,Ashley Westwood,Josh Brownhill,Ashley Barnes,Chris Wood,CHE,4-3-3-d_R,Édouard Mendy,Ben Chilwell,Thiago Silva,Kurt Zouma,Reece James,Mason Mount,N'Golo Kanté,Kai Havertz,Timo Werner,Tammy Abraham,Hakim Ziyech,-1,0-3
"1:30 AM CT,November 1, 2020",LIV,4-3-3-d_L,Alisson,Andy Robertson,Joe Gomez,Nathaniel Phillips,Trent Alexander-Arnold,Georginio Wijnaldum,Jordan Henderson,Curtis Jones,Sadio Mané,Roberto Firmino,Mohamed Salah,WHU,5-4-1_R,Lukasz Fabianski,Arthur Masuaku,Aaron Cresswell,Angelo Ogbonna,Fabián Balbuena,Vladimír Coufal,Pablo Fornals,Declan Rice,Tomás Soucek,Jarrod Bowen,Sébastien Haller,1,2-1
"8:00 PM CT,November 1, 2020",AVL,4-2-3-1_L,Emiliano Martínez,Matt Targett,Tyrone Mings,Ezri Konsa,Matthew Cash,Douglas Luiz,John McGinn,Jack Grealish,Ross Barkley,Bertrand Traoré,Ollie Watkins,SOU,4-4-2_R,Alex McCarthy,Ryan Bertrand,Jannik Vestergaard,Jan Bednarek,Kyle Walker-Peters,Theo Walcott,James Ward-Prowse,Oriol Romeu,Stuart Armstrong,Ché Adams,Danny Ings,-1,3-4
"10:00 PM CT,November 1, 2020",NEW,5-3-2_L,Karl Darlow,Jamal Lewis,Federico Fernández,Jamaal Lascelles,Fabian Schär,Jacob Murphy,Miguel Almirón,Jeff Hendrick,Sean Longstaff,Allan Saint-Maximin,Callum Wilson,EVE,4-3-2-1_R,Jordan Pickford,Abdoulaye Doucouré,Michael Keane,Yerry Mina,Jonjoe Kenny,Abdoulaye Doucouré,Allan,Fabian Delph,André Gomes,Gylfi Sigurdsson,Dominic Calvert-Lewin,1,2-1
"12:30 AM CT,November 2, 2020",MAN,4-1-2-1-2_L,David de Gea,Luke Shaw,Harry Maguire,Victor Lindelöf,Aaron Wan-Bissaka,Fred,Paul Pogba,Scott McTominay,Bruno Fernandes,Marcus Rashford,Mason Greenwood,ARS,3-4-3_R,Bernd Leno,Kieran Tierney,Gabriel1,Rob Holding,Bukayo Saka,Mohamed Elneny,Thomas Partey,Héctor Bellerín,Pierre-Emerick Aubameyang,Alexandre Lacazette,Willian,-1,0-1
"3:15 AM CT,November 2, 2020",TOT,4-3-2-1_L,Hugo Lloris,Sergio Reguilón,Eric Dier,Toby Alderweireld,Matt Doherty,Pierre-Emile Hojbjerg,Moussa Sissoko,Son Heung-Min,Tanguy Ndombele,Erik Lamela,Harry Kane,BHA,3-4-2-1_R,Robert Sánchez,Dan Burn,Joël Veltman,Adam Webster,Solly March,Yves Bissouma,Ben White,Pascal Groß,Tariq Lamptey,Leandro Trossard,Adam Lallana,1,2-1
"1:30 AM CT,November 3, 2020",FUL,4-3-2-1_L,Alphonse Areola,Antonee Robinson,Tim Ream,Tosin Adarabioyo,Ola Aina,André-Frank Zambo Anguissa,Mario Lemina,Tom Cairney,Ademola Lookman,Ruben Loftus-Cheek,Aleksandar Mitrovic,WBA,4-1-4-1_R,Sam Johnstone,Conor Townsend,Semi Ajayi,Branislav Ivanovic,Darnell Furlong,Jake Livermore,Grady Diangana,Filip Krovinovic,Conor Gallagher,Matheus Pereira1,Karlan Grant,1,2-0
"4:00 AM CT,November 3, 2020",LEE,4-1-4-1_L,Illan Meslier,Stuart Dallas,Pascal Struijk,Robin Koch,Luke Ayling,Kalvin Phillips,Jack Harrison,Rodrigo,Mateusz Klich,Hélder Costa,Patrick Bamford,LEI,3-4-2-1_R,Kasper Schmeichel,Christian Fuchs,Jonny Evans,Wesley Fofana,James Justin,Nampalys Mendy,Youri Tielemans,Timothy Castagne,James Maddison,Dennis Praet,Harvey Barnes,-1,1-4
"1:30 AM CT,November 7, 2020",BHA,3-5-2_L,Mat Ryan,Adam Webster,Lewis Dunk,Ben White,Solly March,Steven Alzate,Yves Bissouma,Adam Lallana,Tariq Lamptey,Leandro Trossard,Neal Maupay,BUR,4-4-2_R,Nick Pope,Charlie Taylor,James Tarkowski,Kevin Long,Erik Pieters,Dwight McNeil,Josh Brownhill,Ashley Westwood,Johann Gudmundsson,Chris Wood,Ashley Barnes,0,0-0
"4:00 AM CT,November 7, 2020",SOU,4-4-2_L,Alex McCarthy,Ryan Bertrand,Jannik Vestergaard,Jan Bednarek,Kyle Walker-Peters,Nathan Redmond,Oriol Romeu,James Ward-Prowse,Stuart Armstrong,Ché Adams,Danny Ings,NEW,5-3-2_R,Karl Darlow,Jamal Lewis,Federico Fernández,Jamaal Lascelles,Fabian Schär,Jacob Murphy,Miguel Almirón,Jeff Hendrick,Ryan Fraser,Allan Saint-Maximin,Callum Wilson,1,2-0
"8:30 PM CT,November 7, 2020",EVE,4-3-3-d_L,Jordan Pickford,Lucas Digne,Michael Keane,Yerry Mina,Seamus Coleman,André Gomes,Allan,Abdoulaye Doucouré,Richarlison,Dominic Calvert-Lewin,James Rodríguez,MAN,4-2-3-1_R,David de Gea,Luke Shaw,Harry Maguire,Victor Lindelöf,Aaron Wan-Bissaka,Fred,Scott McTominay,Daniel James,Bruno Fernandes,Juan Mata,Marcus Rashford,-1,1-3
"11:00 PM CT,November 7, 2020",CRY,4-4-2_L,Vicente Guaita,Tyrick Mitchell,Mamadou Sakho,Cheikhou Kouyaté,Joel Ward,Eberechi Eze,James McArthur,James McCarthy,Andros Townsend,Wilfried Zaha,Jordan Ayew,LEE,4-1-4-1_R,Illan Meslier,Stuart Dallas,Pascal Struijk,Robin Koch,Luke Ayling,Kalvin Phillips,Jack Harrison,Mateusz Klich,Pablo Hernández,Hélder Costa,Patrick Bamford,1,4-1
"1:30 AM CT,November 8, 2020",CHE,4-3-3-d_L,Édouard Mendy,Ben Chilwell,Thiago Silva,Kurt Zouma,Reece James,Mason Mount,N'Golo Kanté,Kai Havertz,Timo Werner,Tammy Abraham,Hakim Ziyech,SHU,3-5-2_R,Aaron Ramsdale,Enda Stevens,John Egan ,Chris Basham,Ben Osborn,John Lundstram,Ethan Ampadu,Sander Berge,George Baldock,Rhian Brewster,Oliver McBurnie,1,4-1
"4:00 AM CT,November 8, 2020",WHU,5-4-1_L,Lukasz Fabianski,Arthur Masuaku,Aaron Cresswell,Angelo Ogbonna,Fabián Balbuena,Vladimír Coufal,Pablo Fornals,Declan Rice,Tomás Soucek,Jarrod Bowen,Michail Antonio,FUL,4-2-3-1_R,Alphonse Areola,Joe Bryan,Denis Odoi,Michael Hector,Kenny Tete,Harrison Reed,André-Frank Zambo Anguissa,Ivan Cavaleiro,Josh Onomah,Aboubakar Kamara,Aleksandar Mitrovic,1,1-0
"8:00 PM CT,November 8, 2020",WBA,5-4-1_L,Sam Johnstone,Kieran Gibbs,Dara O'Shea,Kyle Bartley,Semi Ajayi,Darnell Furlong,Grady Diangana,Romaine Sawyers,Jake Livermore,Matheus Pereira1,Callum Robinson,TOT,4-2-3-1_R,Hugo Lloris,Ben Davies1,Eric Dier,Toby Alderweireld,Matt Doherty,Pierre-Emile Hojbjerg,Moussa Sissoko,Son Heung-Min,Tanguy Ndombele,Lucas Moura,Harry Kane,-1,0-1
"10:00 PM CT,November 8, 2020",LEI,3-4-3_L,Kasper Schmeichel,Caglar Söyüncü,Jonny Evans,Daniel Amartey,James Justin,Nampalys Mendy,Youri Tielemans,Timothy Castagne,Harvey Barnes,Jamie Vardy,Ayoze Pérez,WOL,3-5-2_R,Rui Patrício,Max Kilman,Conor Coady,Willy Boly,Romain Saïss,João Moutinho ,Pedro Neto,Leander Dendoncker,Nélson Semedo,Daniel Podence,Raúl Jiménez,1,1-0
"12:30 AM CT,November 9, 2020",MNC,4-3-3-d_L,Ederson,João Cancelo,Aymeric Laporte,Rúben Dias,Kyle Walker,Bernardo Silva,Rodri,Kevin De Bruyne,Raheem Sterling,Ferran Torres,Riyad Mahrez,LIV,4-2-3-1_R,Alisson,Andy Robertson,Joe Gomez,Nathaniel Phillips,Trent Alexander-Arnold,Georginio Wijnaldum,Jordan Henderson,Sadio Mané,Roberto Firmino,Diogo Jota,Mohamed Salah,0,1-1
"3:15 AM CT,November 9, 2020",ARS,3-4-3_L,Bernd Leno,Kieran Tierney,Gabriel1,Rob Holding,Bukayo Saka,Mohamed Elneny,Thomas Partey,Héctor Bellerín,Pierre-Emerick Aubameyang,Alexandre Lacazette,Willian,AVL,4-2-3-1_R,Emiliano Martínez,Matt Targett,Tyrone Mings,Ezri Konsa,Matthew Cash,John McGinn,Douglas Luiz,Jack Grealish,Ross Barkley,Trézéguet,Ollie Watkins,-1,0-3
"8:30 PM CT,November 21, 2020",NEW,5-3-2_L,Karl Darlow,Jamal Lewis,Federico Fernández,Jamaal Lascelles,Fabian Schär,Jacob Murphy,Miguel Almirón,Jeff Hendrick,Sean Longstaff,Allan Saint-Maximin,Callum Wilson,CHE,4-3-3-d_R,Édouard Mendy,Ben Chilwell,Thiago Silva,Kurt Zouma,Reece James,Mason Mount,N'Golo Kanté,Kai Havertz,Timo Werner,Tammy Abraham,Hakim Ziyech,-1,0-2
"11:00 PM CT,November 21, 2020",AVL,4-2-3-1_L,Emiliano Martínez,Matt Targett,Tyrone Mings,Ezri Konsa,Matthew Cash,Douglas Luiz,John McGinn,Jack Grealish,Ross Barkley,Bertrand Traoré,Ollie Watkins,BHA,3-4-2-1_R,Robert Sánchez,Dan Burn,Joël Veltman,Adam Webster,Solly March,Yves Bissouma,Ben White,Pascal Groß,Tariq Lamptey,Leandro Trossard,Adam Lallana,-1,1-2
